AnthropogenicHUC_PUptake_year,AnthropogenicHUC_PUptake_day,HUC_8,AREA_ACRES,PFOR_year,PWETL_year,PAGC_year,PAGP_year,PDEV_year,PFOR_day,PWETL_day,PAGC_day,PAGP_day,PDEV_day
2910812.542539594 kilogram,7974.828883670121 kilogram,18020111,191828.125172 acre,117197.61044100195 kilogram,5454.113994923646 kilogram,2882672.041889945 kilogram,22686.386654725793 kilogram,0.0 kilogram,321.08934367397796 kilogram,14.94277806828396 kilogram,7897.731621616288 kilogram,62.154483985550115 kilogram,0.0 kilogram
1691288.7523761173 kilogram,4633.667814729089 kilogram,11090204,1269706.92874 acre,5839146.554925395 kilogram,54947.62349446216 kilogram,259343.68185111467 kilogram,1376997.4470305406 kilogram,0.0 kilogram,15997.661794316151 kilogram,150.54143423140317 kilogram,710.5306352085333 kilogram,3772.595745289152 kilogram,0.0 kilogram
6255391.989758447 kilogram,17138.06024591355 kilogram,12080003,1693039.22758 acre,80.00651390132984 kilogram,1217.1830382079356 kilogram,6217977.068106023 kilogram,36197.7386142168 kilogram,0.0 kilogram,0.2191959284967941 kilogram,3.3347480498847553 kilogram,17035.553611249376 kilogram,99.17188661429262 kilogram,0.0 kilogram
8371371.2417162275 kilogram,22935.26367593487 kilogram,07140204,1027043.25974 acre,1338920.838683749 kilogram,99460.43147153402 kilogram,7959742.945577233 kilogram,312167.8646674599 kilogram,0.0 kilogram,3668.2762703664357 kilogram,272.49433279872335 kilogram,21807.51491938968 kilogram,855.2544237464655 kilogram,0.0 kilogram
2445790.726277693 kilogram,6700.7965103498445 kilogram,03140305,496483.177649 acre,1409183.144180187 kilogram,270967.982847493 kilogram,2074791.4352662154 kilogram,100031.3081639846 kilogram,0.0 kilogram,3860.7757374799644 kilogram,742.378035198611 kilogram,5684.360096619768 kilogram,274.05837853146465 kilogram,0.0 kilogram
2612525.1547901696 kilogram,7157.603163808683 kilogram,10130302,1120058.03496 acre,68733.43068435938 kilogram,9669.61677660435 kilogram,1993486.5224094244 kilogram,609369.0156041405 kilogram,0.0 kilogram,188.31076899824487 kilogram,26.49210075782014 kilogram,5461.606910710751 kilogram,1669.504152340111 kilogram,0.0 kilogram
5955845.017758772 kilogram,16317.383610298004 kilogram,02080103,1000972.00147 acre,4843835.822961454 kilogram,37694.302667896554 kilogram,4614270.122972002 kilogram,1303880.592118873 kilogram,0.0 kilogram,13270.783076606724 kilogram,103.27206210382617 kilogram,12641.83595334795 kilogram,3572.2755948462272 kilogram,0.0 kilogram
5788109.959869348 kilogram,15857.835506491365 kilogram,11030003,629452.547885 acre,8314.481815297662 kilogram,2204.727368691302 kilogram,5511883.592263986 kilogram,274021.640236671 kilogram,0.0 kilogram,22.779402233692224 kilogram,6.0403489553186365 kilogram,15101.050937709551 kilogram,750.744219826496 kilogram,0.0 kilogram
326901.8914345482 kilogram,895.6216203686251 kilogram,12090102,861782.631554 acre,88324.80262593293 kilogram,3713.693885333809 kilogram,322569.39002423786 kilogram,618.8075249765207 kilogram,0.0 kilogram,241.98576061899433 kilogram,10.174503795435093 kilogram,883.7517534910626 kilogram,1.695363082127454 kilogram,0.0 kilogram
15087417.005834386 kilogram,41335.38905708051 kilogram,07130009,1211652.13064 acre,381703.032409011 kilogram,15742.890021714808 kilogram,14925457.898325527 kilogram,146216.21748714344 kilogram,0.0 kilogram,1045.7617326274274 kilogram,43.13120553894468 kilogram,40891.66547486446 kilogram,400.59237667710534 kilogram,0.0 kilogram
2382750.9685424166 kilogram,6528.0848453216895 kilogram,10050010,575492.074656 acre,1261.598461002217 kilogram,31420.25503896748 kilogram,2306879.96152839 kilogram,44450.75197505891 kilogram,0.0 kilogram,3.4564341397321012 kilogram,86.08289051771912 kilogram,6320.219072680521 kilogram,121.78288212344907 kilogram,0.0 kilogram
11548158.63508251 kilogram,31638.79078104797 kilogram,18050002,1006565.48335 acre,1907478.0850450664 kilogram,62656.90493091188 kilogram,11442350.308286104 kilogram,43151.42186549273 kilogram,0.0 kilogram,5225.967356287853 kilogram,171.66275323537502 kilogram,31348.904954208505 kilogram,118.22307360408968 kilogram,0.0 kilogram
1067213.0048113267 kilogram,2923.8712460584293 kilogram,04020203,312449.383902 acre,1403323.3868314475 kilogram,241585.73719430016 kilogram,670775.3013542254 kilogram,154851.9662628013 kilogram,0.0 kilogram,3844.7216077573903 kilogram,661.8787320391785 kilogram,1837.740551655412 kilogram,424.25196236383914 kilogram,0.0 kilogram
3180457.0120348674 kilogram,8713.580854890048 kilogram,07120004,924824.036338 acre,615500.7825952128 kilogram,135959.43325857187 kilogram,2923940.8614754807 kilogram,120556.71730081513 kilogram,0.0 kilogram,1686.3035139594872 kilogram,372.49159796869003 kilogram,8010.796880754741 kilogram,330.2923761666168 kilogram,0.0 kilogram
1241687.9853050993 kilogram,3401.8848912468475 kilogram,07140102,1376773.49147 acre,8900452.664931891 kilogram,22178.143682012742 kilogram,174389.53286906978 kilogram,1045120.3087540169 kilogram,0.0 kilogram,24384.80182173121 kilogram,60.76203748496641 kilogram,477.77954210704047 kilogram,2863.343311654841 kilogram,0.0 kilogram
589361.9671097007 kilogram,1614.690320848495 kilogram,07140104,623122.890115 acre,4115974.030752627 kilogram,10185.972711050723 kilogram,113578.44927414345 kilogram,465597.54512450646 kilogram,0.0 kilogram,11276.641180144185 kilogram,27.906774550823897 kilogram,311.17383362779026 kilogram,1275.6097126698808 kilogram,0.0 kilogram
969224.9994177499 kilogram,2655.410957308904 kilogram,08020202,830186.282344 acre,5701526.320604449 kilogram,27430.510120404917 kilogram,331416.90569790045 kilogram,610377.5835994445 kilogram,0.0 kilogram,15620.620056450545 kilogram,75.1520825216573 kilogram,907.9915224600012 kilogram,1672.2673523272451 kilogram,0.0 kilogram
63202245.93936044 kilogram,173156.8381900286 kilogram,08020204,1688881.6598 acre,431649.8101509336 kilogram,177766.54832776918 kilogram,62725751.26144821 kilogram,298728.1295844652 kilogram,0.0 kilogram,1182.602219591599 kilogram,487.03163925416214 kilogram,171851.3733190362 kilogram,818.4332317382607 kilogram,0.0 kilogram
10233247.203058451 kilogram,28036.293707009456 kilogram,08030206,994685.96911 acre,3517595.615837891 kilogram,387539.66279975587 kilogram,9645681.301788963 kilogram,200026.23846973263 kilogram,0.0 kilogram,9637.248262569565 kilogram,1061.752500821249 kilogram,26426.524114490312 kilogram,548.0170916978976 kilogram,0.0 kilogram
4713021.530640073 kilogram,12912.387755178283 kilogram,08040207,474310.96428 acre,1478384.661775162 kilogram,310023.5512451256 kilogram,4380810.049452166 kilogram,22187.929942780644 kilogram,0.0 kilogram,4050.368936370307 kilogram,849.3795924523989 kilogram,12002.219313567579 kilogram,60.78884915830314 kilogram,0.0 kilogram
5325425.202470873 kilogram,14590.206034166775 kilogram,08040301,571813.790481 acre,637298.7570101774 kilogram,749825.2164003584 kilogram,4502697.996867853 kilogram,72901.98920266147 kilogram,0.0 kilogram,1746.0239918087052 kilogram,2054.3156613708447 kilogram,12336.158895528364 kilogram,199.73147726756568 kilogram,0.0 kilogram
5503489.5522320345 kilogram,15078.053567758998 kilogram,08040306,349499.646546 acre,60030.43615240945 kilogram,357135.4791946374 kilogram,5145161.397490563 kilogram,1192.6755468340525 kilogram,0.0 kilogram,164.4669483627656 kilogram,978.4533676565408 kilogram,14096.332595864556 kilogram,3.2676042379015136 kilogram,0.0 kilogram
16177280.755404767 kilogram,44321.31713809525 kilogram,08050002,680043.838056 acre,134795.78211183008 kilogram,205465.24524444688 kilogram,15969883.890174173 kilogram,1931.6199861475839 kilogram,0.0 kilogram,369.3035126351509 kilogram,562.9184801217723 kilogram,43753.106548422395 kilogram,5.292109551089271 kilogram,0.0 kilogram
651290.8671513436 kilogram,1784.3585401406674 kilogram,08060100,341796.306738 acre,1135039.2764334353 kilogram,322788.7103519961 kilogram,280358.9288657409 kilogram,48143.227933606555 kilogram,0.0 kilogram,3109.696647762836 kilogram,884.3526311013593 kilogram,768.1066544266873 kilogram,131.8992546126207 kilogram,0.0 kilogram
2809344.6985084647 kilogram,7696.83479043415 kilogram,08060201,944651.183587 acre,4209801.565612904 kilogram,371169.2633157576 kilogram,1934865.1741612216 kilogram,503310.26103148557 kilogram,0.0 kilogram,11533.702919487409 kilogram,1016.9020912760483 kilogram,5301.000477154032 kilogram,1378.9322220040701 kilogram,0.0 kilogram
7592703.560996703 kilogram,20801.927564374528 kilogram,08060202,1222307.37258 acre,4393509.508664183 kilogram,453364.8266089106 kilogram,6154385.592852723 kilogram,984953.1415350694 kilogram,0.0 kilogram,12037.012352504611 kilogram,1242.0954153668783 kilogram,16861.330391377323 kilogram,2698.501757630327 kilogram,0.0 kilogram
12624036.395535894 kilogram,34586.401083659985 kilogram,08080101,1405103.53873 acre,174340.92160376103 kilogram,3266383.4073530147 kilogram,9245395.836981023 kilogram,112257.15120185583 kilogram,0.0 kilogram,477.6463605582494 kilogram,8948.995636583602 kilogram,25329.851608167184 kilogram,307.55383890919404 kilogram,0.0 kilogram
69463610.56157126 kilogram,190311.261812524 kilogram,08080201,855512.63601 acre,825089.1522059417 kilogram,462993.5252952978 kilogram,68725086.0088364 kilogram,275531.02743955667 kilogram,0.0 kilogram,2260.5182252217583 kilogram,1268.4754117679392 kilogram,188287.9068735244 kilogram,754.8795272316621 kilogram,0.0 kilogram
16120184.254265275 kilogram,44164.88836785007 kilogram,07050005,1303920.30593 acre,3992358.436693209 kilogram,303804.75148104684 kilogram,15112795.291584024 kilogram,703584.2112002034 kilogram,0.0 kilogram,10937.968319707423 kilogram,832.3417848795804 kilogram,41404.91860707952 kilogram,1927.6279758909682 kilogram,0.0 kilogram
5444521.330708145 kilogram,14916.496796460671 kilogram,07050006,561347.984666 acre,2276696.6859968547 kilogram,76105.8807523537 kilogram,5007993.725033537 kilogram,360421.72492225457 kilogram,0.0 kilogram,6237.525167114671 kilogram,208.5092623352156 kilogram,13720.53075351654 kilogram,987.4567806089166 kilogram,0.0 kilogram
62251808.16930688 kilogram,170552.89909399147 kilogram,07070005,1515985.25813 acre,5640038.421159256 kilogram,205706.26959103733 kilogram,60996594.29511733 kilogram,1049507.6045985073 kilogram,0.0 kilogram,15452.160057970565 kilogram,563.5788207973626 kilogram,167113.9569729242 kilogram,2875.363300269883 kilogram,0.0 kilogram
4499680.340589573 kilogram,12327.891344081021 kilogram,07080101,632842.365133 acre,745341.7702823362 kilogram,77191.52809963975 kilogram,4235696.973095754 kilogram,186791.83939417914 kilogram,0.0 kilogram,2042.0322473488661 kilogram,211.48363862915 kilogram,11604.649241358231 kilogram,511.75846409364146 kilogram,0.0 kilogram
4866798.751289631 kilogram,13333.695209012689 kilogram,07080106,552872.976652 acre,204437.95412676455 kilogram,25973.307518412883 kilogram,4464495.364476619 kilogram,376330.0792945987 kilogram,0.0 kilogram,560.103983908944 kilogram,71.15974662578871 kilogram,12231.494149251012 kilogram,1031.0413131358869 kilogram,0.0 kilogram
8906116.917678976 kilogram,24400.320322408155 kilogram,07080202,693393.438718 acre,131787.6441581479 kilogram,41087.6014317606 kilogram,8791748.9719267 kilogram,73280.3443205148 kilogram,0.0 kilogram,361.06203878944626 kilogram,112.56877104591946 kilogram,24086.983484730685 kilogram,200.7680666315474 kilogram,0.0 kilogram
5501867.992316866 kilogram,15073.610937854428 kilogram,07080203,441894.080861 acre,60326.75061026988 kilogram,34197.6023824294 kilogram,5425680.152373969 kilogram,41990.23756046838 kilogram,0.0 kilogram,165.27876879525996 kilogram,93.6920613217244 kilogram,14864.877129791696 kilogram,115.04174674100925 kilogram,0.0 kilogram
19400723.201863535 kilogram,53152.66630647544 kilogram,07080205,1543620.7504 acre,299201.03362757445 kilogram,104521.18661045958 kilogram,19041244.646443315 kilogram,254957.36880975994 kilogram,0.0 kilogram,819.7288592536286 kilogram,286.35941537112217 kilogram,52167.79355189949 kilogram,698.5133392048217 kilogram,0.0 kilogram
6722771.349062063 kilogram,18418.551641265927 kilogram,07090002,515338.676847 acre,418821.8446412645 kilogram,97637.47256414173 kilogram,6375249.848754127 kilogram,249884.02774379437 kilogram,0.0 kilogram,1147.4571086062042 kilogram,267.499924833265 kilogram,17466.437941792126 kilogram,684.6137746405325 kilogram,0.0 kilogram
7282737.403479309 kilogram,19952.705215011803 kilogram,07100002,702898.150992 acre,38140.69873256118 kilogram,45295.12736144598 kilogram,7175290.781870388 kilogram,62151.49424747511 kilogram,0.0 kilogram,104.49506502071556 kilogram,124.09623934642734 kilogram,19658.33090923394 kilogram,170.27806643143865 kilogram,0.0 kilogram
11186033.491634443 kilogram,30646.667100368337 kilogram,07100008,1566654.23655 acre,1916065.0362453528 kilogram,100861.72118394625 kilogram,9243902.695247043 kilogram,1841269.0752034544 kilogram,0.0 kilogram,5249.493249987268 kilogram,276.33348269574316 kilogram,25325.760808896008 kilogram,5044.572808776587 kilogram,0.0 kilogram
3002855.8958725287 kilogram,8227.002454445284 kilogram,10180014,1469209.23337 acre,14636.992434291371 kilogram,114692.07430135655 kilogram,2772097.95323906 kilogram,116065.86833211222 kilogram,0.0 kilogram,40.10134913504485 kilogram,314.224861099607 kilogram,7594.788912983726 kilogram,317.9886803619513 kilogram,0.0 kilogram
8815186.163339961 kilogram,24151.19496805469 kilogram,10230001,1039783.20149 acre,464501.58804835303 kilogram,39306.124754497236 kilogram,8588628.233425884 kilogram,187251.80515958078 kilogram,0.0 kilogram,1272.607090543433 kilogram,107.68801302601982 kilogram,23530.488310755845 kilogram,513.0186442728241 kilogram,0.0 kilogram
16774131.023012917 kilogram,45956.52335072032 kilogram,10230003,1800288.27594 acre,452227.92077986477 kilogram,93977.5730878243 kilogram,16287421.219567567 kilogram,392732.2303575257 kilogram,0.0 kilogram,1238.9806048763419 kilogram,257.4728029803406 kilogram,44623.07183443169 kilogram,1075.9787133082896 kilogram,0.0 kilogram
7203780.60881114 kilogram,19736.385229619562 kilogram,10240003,726038.034582 acre,105805.32957080919 kilogram,25045.539871225697 kilogram,6830867.729221609 kilogram,347867.33971830487 kilogram,0.0 kilogram,289.8776152624909 kilogram,68.61791745541287 kilogram,18714.706107456463 kilogram,953.0612047076845 kilogram,0.0 kilogram
2837472.0436971104 kilogram,7773.8960101290695 kilogram,10240007,458668.23057 acre,426274.6623543367 kilogram,16235.885980117691 kilogram,2616853.4885026263 kilogram,204382.66921436638 kilogram,0.0 kilogram,1167.8757872721553 kilogram,44.481879397582716 kilogram,7169.461612335963 kilogram,559.9525183955243 kilogram,0.0 kilogram
5924809.686507829 kilogram,16232.355305500903 kilogram,10240008,773134.343601 acre,488574.3373109823 kilogram,33609.9466511445 kilogram,5615436.948689711 kilogram,275762.7911669735 kilogram,0.0 kilogram,1338.5598282492665 kilogram,92.08204561957398 kilogram,15384.758763533455 kilogram,755.5144963478725 kilogram,0.0 kilogram
3858880.8240141915 kilogram,10572.276230175867 kilogram,10240013,494748.584562 acre,390502.955900868 kilogram,17749.94715211672 kilogram,3216115.0782477744 kilogram,625015.7986143002 kilogram,0.0 kilogram,1069.8711120571727 kilogram,48.62999219758006 kilogram,8811.274186980203 kilogram,1712.3720509980828 kilogram,0.0 kilogram
6082840.658302329 kilogram,16665.316872061176 kilogram,10250009,896607.018286 acre,13275.426165889337 kilogram,70325.3160949068 kilogram,5982123.631360193 kilogram,30391.710847228445 kilogram,0.0 kilogram,36.371030591477634 kilogram,192.6720988901556 kilogram,16389.379811945735 kilogram,83.26496122528341 kilogram,0.0 kilogram
122483.29815988762 kilogram,335.57067989010307 kilogram,10190002,1182441.07214 acre,5818044.069858839 kilogram,73797.57981577769 kilogram,37027.6138821221 kilogram,11658.104461987843 kilogram,0.0 kilogram,15939.846766736544 kilogram,202.18515018021284 kilogram,101.44551748526604 kilogram,31.940012224624226 kilogram,0.0 kilogram
1883538.251796193 kilogram,5160.378772044364 kilogram,10190005,632492.302926 acre,2321773.1561368806 kilogram,67181.00971511667 kilogram,1475456.5522571765 kilogram,340900.68982389994 kilogram,0.0 kilogram,6361.022345580495 kilogram,184.05756086333335 kilogram,4042.3467185128125 kilogram,933.974492668219 kilogram,0.0 kilogram
1776312.5757361713 kilogram,4866.609796537456 kilogram,10190009,886542.734865 acre,185083.10758877717 kilogram,15510.07612826933 kilogram,1684357.9555622248 kilogram,76444.54404567725 kilogram,0.0 kilogram,507.0770070925402 kilogram,42.49335925553241 kilogram,4614.6793303074655 kilogram,209.4371069744582 kilogram,0.0 kilogram
5726256.152218489 kilogram,15688.373019776682 kilogram,10230002,587103.89948 acre,38907.665662601685 kilogram,11838.513319878866 kilogram,5677093.289752347 kilogram,37324.34914626236 kilogram,0.0 kilogram,106.5963442811005 kilogram,32.43428306816128 kilogram,15553.680245896841 kilogram,102.25849081167769 kilogram,0.0 kilogram
3651043.846009815 kilogram,10002.859852081685 kilogram,10240011,652785.855026 acre,1112663.748819077 kilogram,40674.91528540869 kilogram,3102156.4224672355 kilogram,508212.50825717114 kilogram,0.0 kilogram,3048.3938323810326 kilogram,111.43812406961285 kilogram,8499.058691691056 kilogram,1392.3630363210168 kilogram,0.0 kilogram
8058345.37903909 kilogram,22077.658572709835 kilogram,07130010,863421.576713 acre,1816370.115312553 kilogram,27683.22427517597 kilogram,7641409.549416704 kilogram,389252.6053472097 kilogram,0.0 kilogram,4976.356480308365 kilogram,75.84445006897526 kilogram,20935.368628538916 kilogram,1066.4454941019444 kilogram,0.0 kilogram
